Name,Purpose,Quantity,Total Cost (USD),Link,Distributor
"Soldering iron kit","For soldering the kit parts onto PCB",1,15.00,"https://www.amazon.in/TECHTEST-Adjustable-Temperature-Tweezers-Stand/dp/B0793T74V9/ref=sr_1_35?crid=3P7E30UZB04SH&dib=eyJ2IjoiMSJ9.k7jVX0Oag_QO_ee4qPiHQ3VBmN84ga_W-f0Qf_LNCAdR_PuyDpghCjBN8o_tBBjI8Nnj1NrKN-hYgb5Sq5emv7LgTv_rR5kpY3lwnbIxrD0gFl6VWDuo1vVm8Q7jrfGP465Z1oJWN1-a5mREeXxxj3jTKk08jWg6b88sjDvgDppRLIB8vJYXMgUOmq8m0TSFiIT52HRpsz77_pETR2LaR1_eoNduhTBZ8zcpWGjDbBd6Y5UVQgQCwUvwb1U3w5q7vc2uoKnWBmjWqgTgIX2qyHLC-oAZm4Yf1nIsaufTAns.e_q9HLwk3SAu7YTnMqDzQm4pAqMO-kgHYDAL3OS4KJA&dib_tag=se&keywords=soldering+iron+kit+set&qid=1776356402&sprefix=soldering+iron%2Caps%2C587&sr=8-35","Amazon"
